Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3961,IN-2015-113901,10/19/2015,10/24/2015,Standard Class,NH-18610,Pooja Malhotra,Corporate,India,Kanpur,Uttar Pradesh,786611,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,3196.38,6,0.0,1470.33
3962,IN-2015-113901,10/19/2015,10/24/2015,Standard Class,NH-18610,Pooja Malhotra,Corporate,India,Agra,Uttar Pradesh,436124,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,12520.82,5,0.0,3756.25
3963,IN-2017-134838,2/19/2017,2/20/2017,First Class,ED-13885,Sakshi Mishra,Home Office,India,Pune,Maharashtra,652953,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,1072.14,3,0.0,289.48
3964,IN-2017-134838,2/19/2017,2/20/2017,First Class,ED-13885,Sakshi Mishra,Home Office,India,Nashik,Maharashtra,690344,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,3729.94,3,0.0,1007.09
3965,IN-2016-120257,9/22/2016,9/28/2016,Standard Class,PW-19240,Aditi Chaudhary,Consumer,India,Patna,Bihar,703022,East,OFF-AR-10003481,Office Supplies,Art,Newell 348,657.31,3,0.2,73.95
3966,IN-2014-164910,11/12/2014,11/17/2014,Second Class,DM-13345,Chetan Sharma,Corporate,India,Kochi,Kerala,836316,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,657.31,3,0.2,73.95
3967,IN-2016-149902,4/1/2016,4/6/2016,Standard Class,DW-13540,Dhruv Singh,Consumer,India,Dhanbad,Jharkhand,657764,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,7351.34,4,0.0,1911.35
3968,IN-2016-146010,5/20/2016,5/23/2016,First Class,EH-14125,Ekta Rao,Home Office,India,Surat,Gujarat,647013,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,3393.02,7,0.7,-2714.42
3969,IN-2015-163685,6/1/2015,6/5/2015,Standard Class,KE-16420,Rekha Singh,Corporate,India,Lucknow,Uttar Pradesh,513332,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,478.29,8,0.8,-765.26
3970,IN-2015-163685,6/1/2015,6/5/2015,Standard Class,KE-16420,Rekha Singh,Corporate,India,Indore,Madhya Pradesh,893691,Central,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,3527.04,10,0.2,1102.2
3971,IN-2014-135090,11/22/2014,11/26/2014,Standard Class,SP-20920,Ananya Joshi,Consumer,India,Nashik,Maharashtra,672922,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,4493.97,9,0.0,2022.29
3972,IN-2015-132374,2/22/2015,2/24/2015,Second Class,PS-19045,Priya Mishra,Home Office,India,Indore,Madhya Pradesh,774442,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,6626.56,4,0.0,1722.91
3973,IN-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250,Farhan Joshi,Consumer,India,Guwahati,Assam,310692,East,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",1125.58,2,0.0,562.79
3974,IN-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250,Farhan Joshi,Consumer,India,Kolkata,West Bengal,396287,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",2488.3,5,0.2,777.59
3975,IN-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250,Farhan Joshi,Consumer,India,Kolkata,West Bengal,435876,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",34569.0,8,0.0,10370.7
3976,IN-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250,Farhan Joshi,Consumer,India,Bhubaneswar,Odisha,242056,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,3450.89,7,0.2,1250.95
3977,IN-2016-116400,10/22/2016,10/24/2016,First Class,EB-13930,Bhavna Verma,Consumer,India,Chennai,Tamil Nadu,569661,South,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",3333.32,4,0.0,933.33
3978,IN-2017-101308,10/2/2017,10/7/2017,Standard Class,FG-14260,Ajay Singh,Home Office,India,Nashik,Maharashtra,900611,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,746.49,3,0.0,343.39
3979,IN-2017-101308,10/2/2017,10/7/2017,Standard Class,FG-14260,Ajay Singh,Home Office,India,Surat,Gujarat,307661,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,7079.46,2,0.2,-1681.37
3980,IN-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,Nikhil Desai,Corporate,India,Cuttack,Odisha,407189,East,FUR-TA-10001676,Furniture,Tables,HNI 61000 Series Interactive Training Tables,4451.89,2,0.4,-1632.36
3981,IN-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,Nikhil Desai,Corporate,India,Siliguri,West Bengal,756764,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,4719.42,3,0.0,1321.44
3982,IN-2017-119564,12/15/2017,12/20/2017,Standard Class,PL-18925,Vivek Verma,Home Office,India,Nagpur,Maharashtra,547028,West,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",1901.3,3,0.0,817.56
3983,IN-2016-135265,7/7/2016,7/9/2016,Second Class,CC-12370,Sakshi Yadav,Consumer,India,Pune,Maharashtra,523874,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",24045.33,4,0.2,-300.57
3984,IN-2016-135265,7/7/2016,7/9/2016,Second Class,CC-12370,Sakshi Yadav,Consumer,India,Ahmedabad,Gujarat,556276,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,233796.66,5,0.2,78906.37
3985,IN-2016-135265,7/7/2016,7/9/2016,Second Class,CC-12370,Sakshi Yadav,Consumer,India,Nashik,Maharashtra,495383,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,4086.49,1,0.0,2043.24
3986,IN-2016-108735,4/17/2016,4/21/2016,Standard Class,JM-15535,Rohit Ghosh,Consumer,India,Vadodara,Gujarat,186391,West,FUR-BO-10003441,Furniture,Bookcases,"Godrej Westfield Collection Bookcases, Fully Assembled",21501.17,3,0.15,2023.64
3987,IN-2017-112333,4/8/2017,4/14/2017,Standard Class,KF-16285,Deepa Pillai,Home Office,India,Ranchi,Jharkhand,614290,East,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,216395.26,4,0.0,51934.86
3988,IN-2017-112333,4/8/2017,4/14/2017,Standard Class,KF-16285,Deepa Pillai,Home Office,India,Siliguri,West Bengal,124991,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,3502.82,5,0.0,875.71
3989,IN-2016-159415,4/17/2016,4/22/2016,Standard Class,CS-12175,Vivek Kumar,Corporate,India,Visakhapatnam,Andhra Pradesh,615101,South,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",6606.52,5,0.2,1156.14
3990,IN-2014-122588,11/25/2014,11/27/2014,Second Class,AR-10540,Manish Agarwal,Consumer,India,Ranchi,Jharkhand,209385,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,4422.16,2,0.0,1680.42
3991,IN-2014-137589,11/3/2014,11/8/2014,Standard Class,MS-17770,Rohit Iyer,Consumer,India,Siliguri,West Bengal,437132,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,23909.72,3,0.2,-5379.69
3992,IN-2015-161998,5/1/2015,5/5/2015,Standard Class,DB-13120,Tanvi Khan,Corporate,India,Coimbatore,Tamil Nadu,688516,South,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,5306.59,3,0.2,1193.98
3993,IN-2015-161998,5/1/2015,5/5/2015,Standard Class,DB-13120,Tanvi Khan,Corporate,India,Mysuru,Karnataka,607620,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",3454.9,3,0.2,388.68
3994,IN-2015-161998,5/1/2015,5/5/2015,Standard Class,DB-13120,Tanvi Khan,Corporate,India,Madurai,Tamil Nadu,739278,South,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,14420.78,6,0.2,901.3
3995,IN-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Arjun Reddy,Consumer,India,Jaipur,Rajasthan,507695,Central,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",42830.49,3,0.0,8137.79
3996,IN-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Arjun Reddy,Consumer,India,Agra,Uttar Pradesh,420756,Central,FUR-CH-10002084,Furniture,Chairs,HNI Mobius Operator's Chair,71887.66,7,0.0,15815.28
3997,IN-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Arjun Reddy,Consumer,India,Varanasi,Uttar Pradesh,621786,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,64290.82,5,0.0,18644.34
3998,IN-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Arjun Reddy,Consumer,India,Indore,Madhya Pradesh,924558,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,1250.83,1,0.0,375.25
3999,IN-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Arjun Reddy,Consumer,India,Indore,Madhya Pradesh,908180,Central,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,31152.18,6,0.0,6853.48
4000,IN-2015-149629,7/17/2015,7/20/2015,Second Class,MP-17965,Deepa Ghosh,Corporate,India,Visakhapatnam,Andhra Pradesh,401144,South,FUR-BO-10004709,Furniture,Bookcases,"Godrej Westfield Collection Bookcases, Medium Cherry Finish",19365.32,5,0.2,484.13
4001,IN-2014-116834,10/11/2014,10/16/2014,Standard Class,Dp-13240,Suresh Srivastava,Home Office,India,Nashik,Maharashtra,908287,West,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,5299.74,11,0.0,1589.92
4002,IN-2014-116834,10/11/2014,10/16/2014,Standard Class,Dp-13240,Suresh Srivastava,Home Office,India,Ahmedabad,Gujarat,817280,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,28807.5,5,0.0,4897.27
4003,IN-2016-145730,3/3/2016,3/8/2016,Standard Class,CC-12220,Farhan Malhotra,Consumer,India,Lucknow,Uttar Pradesh,832851,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",53264.32,3,0.3,-10652.86
4004,IN-2016-145730,3/3/2016,3/8/2016,Standard Class,CC-12220,Farhan Malhotra,Consumer,India,Bhopal,Madhya Pradesh,157792,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,24040.48,3,0.4,2804.72
4005,IN-2016-145730,3/3/2016,3/8/2016,Standard Class,CC-12220,Farhan Malhotra,Consumer,India,Varanasi,Uttar Pradesh,653176,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",3056.1,3,0.2,993.23
4006,IN-2015-168732,12/10/2015,12/16/2015,Standard Class,KM-16660,Rekha Desai,Consumer,India,Hyderabad,Telangana,971636,South,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,148.63,1,0.0,41.62
4007,IN-2015-168732,12/10/2015,12/16/2015,Standard Class,KM-16660,Rekha Desai,Consumer,India,Bengaluru,Karnataka,143654,South,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,2164.32,4,0.0,1038.87
4008,IN-2015-168732,12/10/2015,12/16/2015,Standard Class,KM-16660,Rekha Desai,Consumer,India,Coimbatore,Tamil Nadu,297215,South,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",8511.99,6,0.0,1787.52
4009,IN-2015-107468,12/18/2015,12/22/2015,Standard Class,MK-17905,Sunita Patel,Corporate,India,Nashik,Maharashtra,193519,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,571.81,2,0.2,50.03
4010,IN-2017-144463,1/1/2017,1/5/2017,Standard Class,SC-20725,Vivek Patel,Consumer,India,Nagpur,Maharashtra,422038,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",39614.9,11,0.0,16638.26
4011,IN-2017-100811,11/21/2017,11/24/2017,First Class,CC-12475,Rekha Tiwari,Consumer,India,Kolkata,West Bengal,716006,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,705.41,2,0.2,220.44
4012,IN-2017-100811,11/21/2017,11/24/2017,First Class,CC-12475,Rekha Tiwari,Consumer,India,Patna,Bihar,884179,East,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,3281.22,4,0.2,328.12
4013,IN-2015-153612,12/22/2015,12/27/2015,Standard Class,BT-11305,Karan Chakraborty,Home Office,India,Kanpur,Uttar Pradesh,699025,Central,OFF-AR-10000203,Office Supplies,Art,Newell 336,1429.52,4,0.0,414.56
4014,IN-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Raj Iyer,Consumer,India,Chennai,Tamil Nadu,669153,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,45335.49,3,0.0,12693.94
4015,IN-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Raj Iyer,Consumer,India,Bengaluru,Karnataka,281779,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,721.44,3,0.0,353.51
4016,IN-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Raj Iyer,Consumer,India,Hyderabad,Telangana,772066,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,16182.3,5,0.0,7929.33
4017,IN-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Raj Iyer,Consumer,India,Madurai,Tamil Nadu,428889,South,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,1786.9,5,0.0,804.1
4018,IN-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Raj Iyer,Consumer,India,Mysuru,Karnataka,875167,South,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,8172.98,2,0.0,4086.49
4019,IN-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Raj Iyer,Consumer,India,Bengaluru,Karnataka,150285,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,21034.48,9,0.0,3996.55
4020,IN-2015-165624,8/23/2015,8/28/2015,Standard Class,FH-14350,Raj Iyer,Consumer,India,Bengaluru,Karnataka,660245,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",2159.31,3,0.0,561.42
4021,IN-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,Ajay Verma,Consumer,India,Ranchi,Jharkhand,129321,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",14199.84,3,0.3,-405.71
4022,IN-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,Ajay Verma,Consumer,India,Guwahati,Assam,149500,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,6912.3,3,0.4,-1267.25
4023,IN-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,Ajay Verma,Consumer,India,Cuttack,Odisha,417661,East,FUR-CH-10000454,Furniture,Chairs,"HNI Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",71303.16,5,0.3,0.0
4024,IN-2017-130764,10/27/2017,10/28/2017,First Class,JO-15145,Ananya Srivastava,Corporate,India,Pune,Maharashtra,503598,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",46481.53,5,0.15,546.84
4025,IN-2017-130764,10/27/2017,10/28/2017,First Class,JO-15145,Ananya Srivastava,Corporate,India,Mumbai,Maharashtra,297382,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,8002.64,4,0.2,2900.96
4026,IN-2017-139311,8/11/2017,8/13/2017,First Class,SF-20965,Harish Ghosh,Corporate,India,Kanpur,Uttar Pradesh,468852,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",2476.94,4,0.2,835.97
4027,IN-2017-139311,8/11/2017,8/13/2017,First Class,SF-20965,Harish Ghosh,Corporate,India,Kanpur,Uttar Pradesh,663886,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,766.86,7,0.2,239.64
4028,IN-2017-139311,8/11/2017,8/13/2017,First Class,SF-20965,Harish Ghosh,Corporate,India,Indore,Madhya Pradesh,154982,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,12824.26,2,0.2,1122.12
4029,IN-2017-139311,8/11/2017,8/13/2017,First Class,SF-20965,Harish Ghosh,Corporate,India,Delhi,Delhi,963760,Central,OFF-BI-10004209,Office Supplies,Binders,"Wipro Twister Kit, Gray/Clear, 3/pkg",1074.14,8,0.8,-1879.75
4030,IN-2017-124296,12/24/2017,12/28/2017,Standard Class,CS-12355,Rohit Malhotra,Consumer,India,Hyderabad,Telangana,965488,South,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,40077.5,3,0.0,20038.75
4031,IN-2017-124296,12/24/2017,12/28/2017,Standard Class,CS-12355,Rohit Malhotra,Consumer,India,Madurai,Tamil Nadu,817399,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",19445.48,4,0.0,5055.82
4032,IN-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,Meera Khan,Home Office,India,Rajkot,Gujarat,554876,West,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,19779.48,6,0.0,5538.25
4033,IN-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,Meera Khan,Home Office,India,Mumbai,Maharashtra,874415,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),2496.65,5,0.0,1223.36
4034,IN-2016-169957,9/26/2016,9/30/2016,Standard Class,SN-20710,Meera Khan,Home Office,India,Surat,Gujarat,633069,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,8350.0,4,0.0,1753.5
4035,IN-2016-108777,12/12/2016,12/12/2016,Same Day,JM-15655,Suresh Khan,Corporate,India,Ranchi,Jharkhand,649437,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,1560.87,3,0.7,-1196.66
4036,IN-2016-108777,12/12/2016,12/12/2016,Same Day,JM-15655,Suresh Khan,Corporate,India,Guwahati,Assam,990472,East,TEC-AC-10002567,Technology,Accessories,boAt G602 Wireless Gaming Mouse,32059.99,6,0.2,6412.0
4037,IN-2015-148859,12/28/2015,1/1/2016,Standard Class,FH-14350,Raj Iyer,Consumer,India,Delhi,Delhi,286950,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",2072.14,2,0.2,129.51
4038,IN-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795,Tanvi Rao,Corporate,India,Surat,Gujarat,633458,West,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,2079.15,5,0.0,686.12
4039,IN-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795,Tanvi Rao,Corporate,India,Ahmedabad,Gujarat,488837,West,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,1763.52,4,0.0,793.58
4040,IN-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795,Tanvi Rao,Corporate,India,Mumbai,Maharashtra,814220,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,64123.99,6,0.2,24046.5
4041,IN-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795,Tanvi Rao,Corporate,India,Nagpur,Maharashtra,833146,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,1198.39,3,0.2,389.48
4042,IN-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795,Tanvi Rao,Corporate,India,Surat,Gujarat,146893,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,16030.0,3,0.2,1603.0
4043,IN-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795,Tanvi Rao,Corporate,India,Mumbai,Maharashtra,324912,West,OFF-LA-10001474,Office Supplies,Labels,Avery 477,22943.3,9,0.0,10553.92
4044,IN-2014-110786,12/29/2014,1/2/2015,Standard Class,AJ-10795,Tanvi Rao,Corporate,India,Ahmedabad,Gujarat,203442,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",5891.76,6,0.0,2003.2
4045,IN-2015-137750,6/25/2015,6/30/2015,Standard Class,JF-15565,Kavya Chaudhary,Consumer,India,Pune,Maharashtra,579444,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,17104.97,5,0.0,4789.39
4046,IN-2015-136378,4/2/2015,4/7/2015,Standard Class,CS-11845,Kavya Ghosh,Corporate,India,Indore,Madhya Pradesh,294726,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,764.53,3,0.8,-1146.79
4047,IN-2017-100356,10/21/2017,10/25/2017,Standard Class,SP-20920,Ananya Joshi,Consumer,India,Kanpur,Uttar Pradesh,332329,Central,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,2003.33,2,0.8,-5208.66
4048,IN-2015-166520,7/16/2015,7/19/2015,First Class,KE-16420,Rekha Singh,Corporate,India,Cuttack,Odisha,847016,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,6753.48,3,0.0,3309.21
4049,IN-2015-166520,7/16/2015,7/19/2015,First Class,KE-16420,Rekha Singh,Corporate,India,Siliguri,West Bengal,435869,East,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,50091.65,10,0.0,16029.33
4050,IN-2017-136350,6/24/2017,6/26/2017,Second Class,GA-14515,Nikhil Agarwal,Consumer,India,Siliguri,West Bengal,176507,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",23103.62,3,0.0,4158.65
4051,IN-2017-136350,6/24/2017,6/26/2017,Second Class,GA-14515,Nikhil Agarwal,Consumer,India,Guwahati,Assam,848719,East,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,14425.79,2,0.1,2724.87
4052,IN-2014-122931,9/29/2014,10/3/2014,Standard Class,SM-20950,Suresh Pillai,Corporate,India,Kolkata,West Bengal,313498,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,352.7,3,0.2,123.45
4053,IN-2014-122931,9/29/2014,10/3/2014,Standard Class,SM-20950,Suresh Pillai,Corporate,India,Bhubaneswar,Odisha,619333,East,FUR-TA-10004175,Furniture,Tables,"HNI 30"" x 60"" Table with Locking Drawer",34174.21,2,0.4,-6834.84
4054,IN-2014-122931,9/29/2014,10/3/2014,Standard Class,SM-20950,Suresh Pillai,Corporate,India,Bhubaneswar,Odisha,316779,East,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",4629.24,11,0.2,1504.5
4055,IN-2014-122931,9/29/2014,10/3/2014,Standard Class,SM-20950,Suresh Pillai,Corporate,India,Ranchi,Jharkhand,698889,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,1747.49,4,0.2,567.93
4056,IN-2014-122931,9/29/2014,10/3/2014,Standard Class,SM-20950,Suresh Pillai,Corporate,India,Cuttack,Odisha,771530,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,150436.27,6,0.2,-28206.8
4057,IN-2014-122931,9/29/2014,10/3/2014,Standard Class,SM-20950,Suresh Pillai,Corporate,India,Cuttack,Odisha,742794,East,FUR-TA-10004147,Furniture,Tables,HNI 4060 Series Tables,5609.2,1,0.4,-1682.76
4058,IN-2014-163034,11/24/2014,11/28/2014,Standard Class,DK-12985,Gaurav Gupta,Consumer,India,Indore,Madhya Pradesh,116350,Central,OFF-ST-10000046,Office Supplies,Storage,Wipro Super Stor/Drawer Files,53957.7,5,0.2,-674.47
4059,IN-2015-124058,11/20/2015,11/24/2015,Standard Class,LC-16885,Priya Kumar,Consumer,India,Surat,Gujarat,147431,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,6074.12,7,0.2,-1290.75
4060,IN-2015-124058,11/20/2015,11/24/2015,Standard Class,LC-16885,Priya Kumar,Consumer,India,Surat,Gujarat,500019,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,47775.36,3,0.2,2985.96
4061,IN-2016-129196,11/1/2016,11/7/2016,Standard Class,XP-21865,Harish Singh,Consumer,India,Varanasi,Uttar Pradesh,316037,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,5687.35,3,0.2,1492.93
4062,IN-2015-138716,9/17/2015,9/20/2015,First Class,CS-11845,Kavya Ghosh,Corporate,India,Nashik,Maharashtra,822877,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",2090.17,3,0.2,653.18
4063,IN-2016-122182,3/10/2016,3/14/2016,Standard Class,BD-11770,Divya Mishra,Consumer,India,Kolkata,West Bengal,221981,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,3339.33,1,0.2,626.12
4064,IN-2014-130358,6/23/2014,6/26/2014,First Class,DL-13330,Rohit Agarwal,Consumer,India,Kochi,Kerala,404550,South,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,1671.34,9,0.2,146.24
4065,IN-2014-130358,6/23/2014,6/26/2014,First Class,DL-13330,Rohit Agarwal,Consumer,India,Hyderabad,Telangana,104968,South,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,259.18,1,0.2,29.16
4066,IN-2014-102673,11/1/2014,11/5/2014,Standard Class,KH-16630,Harish Pillai,Corporate,India,Mysuru,Karnataka,352064,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,627.92,5,0.2,117.74
4067,IN-2014-102673,11/1/2014,11/5/2014,Standard Class,KH-16630,Harish Pillai,Corporate,India,Bengaluru,Karnataka,791634,South,OFF-AR-10000634,Office Supplies,Art,Newell 320,857.71,3,0.2,75.05
4068,IN-2014-102673,11/1/2014,11/5/2014,Standard Class,KH-16630,Harish Pillai,Corporate,India,Bengaluru,Karnataka,953161,South,OFF-LA-10001771,Office Supplies,Labels,Avery 513,3991.97,12,0.2,1297.39
